type,severity,recipe_id,ingredient,problem,field,allergen,quantity,unit,title_fr,count
allergen_not_declared,error,rice_riz_frit_2763d3,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,rice_riz_pilaf_turc_52cfe9,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,egg_sabich_b270c4,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,rice_sabzi_polo_e099d2,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,egg_galettes_aux_oignons_verts_ff5328,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,bread_quenelles_de_pain_813118,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,bread_quenelles_de_pain_813118,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,egg_shakshuka_eb137b,,Ingrédient déclencheur présent mais allergène non déclaré: {'feta'},,lactose,,,,
allergen_not_declared,error,egg_shakshuka_eb137b,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,salad_andine_au_fromage_c537bd,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,egg_sopa_paraguaya_43987c,,"Ingrédient déclencheur présent mais allergène non déclaré: {'milk', 'cheese'}",,lactose,,,,
allergen_not_declared,error,egg_sopa_paraguaya_43987c,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,egg_sundubu_jjigae_bc21e0,,Ingrédient déclencheur présent mais allergène non déclaré: {'gochujang'},,gluten,,,,
allergen_not_declared,error,egg_sundubu_jjigae_bc21e0,,Ingrédient déclencheur présent mais allergène non déclaré: {'gochujang'},,soja,,,,
allergen_not_declared,error,egg_sundubu_jjigae_bc21e0,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,soup_tamales_7dd98a,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,egg_tortilla_espa_ola_51a108,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,egg_tortilla_espagnole_6cd136,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,bread_tostadas_06442e,,Ingrédient déclencheur présent mais allergène non déclaré: {'creme_fraiche'},,lactose,,,,
allergen_not_declared,error,egg_vareniki_53686a,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,egg_vareniki_53686a,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_varenyky_pomme_de_terre_0bb7cf,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,dal_boulettes_suedoises_2ac55d,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,salad_shopska_04dd73,,Ingrédient déclencheur présent mais allergène non déclaré: {'feta'},,lactose,,,,
allergen_not_declared,error,gratin_dauphinois_930151,,"Ingrédient déclencheur présent mais allergène non déclaré: {'cream', 'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,egg_omelette_nature_d72ed2,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_vichyssoise_d28d4b,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_veloute_de_potimarron_776ea1,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_veloute_d_asperges_7da98f,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_potage_saint_germain_e23f6b,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_bisque_de_champignons_63fa25,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_veloute_de_celeri_rave_b33921,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_soupe_de_topinambours_175dc4,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,main_gratin_de_courgettes_35b5b8,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk', 'parmesan'}",,lactose,,,,
allergen_not_declared,error,main_gratin_de_courgettes_35b5b8,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_flamiche_aux_poireaux_fa3d0b,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,main_flamiche_aux_poireaux_fa3d0b,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_tarte_oignon_alsacienne_c49dd2,,"Ingrédient déclencheur présent mais allergène non déclaré: {'creme_fraiche', 'butter'}",,lactose,,,,
allergen_not_declared,error,main_tarte_oignon_alsacienne_c49dd2,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_gratin_de_poireaux_808071,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,main_gratin_de_chou_fleur_bad955,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,main_tarte_roquefort_et_noix_b24bec,,Ingrédient déclencheur présent mais allergène non déclaré: {'creme_fraiche'},,lactose,,,,
allergen_not_declared,error,main_tarte_roquefort_et_noix_b24bec,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_gratin_de_potiron_839446,,"Ingrédient déclencheur présent mais allergène non déclaré: {'creme_fraiche', 'butter'}",,lactose,,,,
allergen_not_declared,error,main_tourte_aux_champignons_85adfb,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_tarte_soleil_pesto_46f867,,Ingrédient déclencheur présent mais allergène non déclaré: {'parmesan'},,lactose,,,,
allergen_not_declared,error,main_gratin_de_navets_e164d6,,Ingrédient déclencheur présent mais allergène non déclaré: {'creme_fraiche'},,lactose,,,,
allergen_not_declared,error,main_aligot_c03237,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,main_piperade_basque_3e1c65,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_galettes_sarrasin_ce9f40,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,main_galettes_sarrasin_ce9f40,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_girolles_a_la_creme_7d432d,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,main_endives_au_gratin_6b58ee,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,main_fricassee_printaniere_619cae,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,entry_celeri_remoulade_d5d1b9,,Ingrédient déclencheur présent mais allergène non déclaré: {'mayonnaise'},,oeuf,,,,
allergen_not_declared,error,entry_haricots_verts_amandine_391638,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,salad_salade_lyonnaise_f54cfd,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,entry_œufs_en_meurette_b8fce3,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,entry_œufs_en_meurette_b8fce3,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,entry_feuilletes_champignons_260af3,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,main_crepe_complete_1d0fb7,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,main_crepe_complete_1d0fb7,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_cake_olives_et_herbes_d13d34,,"Ingrédient déclencheur présent mais allergène non déclaré: {'milk', 'parmesan'}",,lactose,,,,
allergen_not_declared,error,snack_cake_olives_et_herbes_d13d34,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_clafoutis_cerises_0731cf,,Ingrédient déclencheur présent mais allergène non déclaré: {'milk'},,lactose,,,,
allergen_not_declared,error,dessert_clafoutis_cerises_0731cf,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_kouign_amann_a71af6,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,dessert_caneles_bordelais_ea24bb,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,dessert_caneles_bordelais_ea24bb,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_gateau_basque_f22cc0,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,dessert_gateau_basque_f22cc0,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_tarte_pommes_normande_f10299,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_brioche_vendeenne_cf19a4,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,brkf_brioche_vendeenne_cf19a4,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_profiteroles_0d0e42,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,dessert_profiteroles_0d0e42,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_crepes_bretonnes_7b9835,,Ingrédient déclencheur présent mais allergène non déclaré: {'milk'},,lactose,,,,
allergen_not_declared,error,dessert_crepes_bretonnes_7b9835,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_galette_des_rois_briochee_6f0909,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,dessert_galette_des_rois_briochee_6f0909,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,tarte_quiche_lorraine_7033e4,,"Ingrédient déclencheur présent mais allergène non déclaré: {'cream', 'cheese'}",,lactose,,,,
allergen_not_declared,error,tarte_quiche_lorraine_7033e4,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,couscous_couscous_tfaya_vegan_65aba6,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,wrap_quesadillas_au_fromage_ve_9794c7,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,wrap_quesadillas_vegan_f68baa,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,snack_rosti_vegan_be15a2,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_slovak_potato_dumplings_v_1a9fc1,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_slovak_potato_dumplings_v_1a9fc1,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,salad_gadogado_indonesien_vegan_e4cd75,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,rice_riz_saute_au_kimchi_vegan_af038b,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,rice_kimchi_bokkeumbap_vegan_b1fa03,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,rice_nasi_goreng_vegan_bcc9cb,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,tarte_quiche_lorraine_vegan_e7ee2a,,"Ingrédient déclencheur présent mais allergène non déclaré: {'cream', 'cheese'}",,lactose,,,,
allergen_not_declared,error,tarte_quiche_lorraine_vegan_e7ee2a,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_shakshouka_epicee_vegan_2fa642,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_shakshouka_douce_vegan_93f65a,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,bread_spanakopita_vegan_4cc141,,"Ingrédient déclencheur présent mais allergène non déclaré: {'feta', 'butter'}",,lactose,,,,
allergen_not_declared,error,bread_spanakopita_vegan_4cc141,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,bread_spanakopita_a_la_muscade_6a9e84,,"Ingrédient déclencheur présent mais allergène non déclaré: {'feta', 'butter'}",,lactose,,,,
allergen_not_declared,error,bread_spanakopita_a_la_muscade_6a9e84,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,salad_bulgarian_shopska_salad_v_adc716,,Ingrédient déclencheur présent mais allergène non déclaré: {'feta'},,lactose,,,,
allergen_not_declared,error,soup_hot_and_sour_soup_vegan_4a5587,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,salad_nicoise_vegan_40566b,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,salad_grecque_classique_vegan_a9f9a4,,Ingrédient déclencheur présent mais allergène non déclaré: {'feta'},,lactose,,,,
allergen_not_declared,error,salad_grecque_simplifiee_vegan_ec9ed5,,Ingrédient déclencheur présent mais allergène non déclaré: {'feta'},,lactose,,,,
allergen_not_declared,error,soup_lentilles_turque_vegan_c2febf,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_a_l_oignon_gratinee_vegan_826f59,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_a_l_oignon_au_thym_vegan_bf7d2f,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,soup_sundubu_tofu_stew_vegan_90e5c8,,Ingrédient déclencheur présent mais allergène non déclaré: {'gochujang'},,gluten,,,,
allergen_not_declared,error,soup_sundubu_tofu_stew_vegan_90e5c8,,Ingrédient déclencheur présent mais allergène non déclaré: {'gochujang'},,soja,,,,
allergen_not_declared,error,soup_sundubu_tofu_stew_vegan_90e5c8,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,soup_turkish_mercimek_soup_veg_f30ebc,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,main_arepas_fromage_vegan_3a4125,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,main_arepas_vegan_01b62b,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,egg_acorda_a_lail_et_coriandr_0178a4,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_bannock_vegan_46a1a8,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_baursak_vegan_ad7a40,,Ingrédient déclencheur présent mais allergène non déclaré: {'milk'},,lactose,,,,
allergen_not_declared,error,snack_baursak_vegan_ad7a40,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_crumble_aux_myrtilles_veg_15390f,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_galettes_de_pommes_de_ter_cf5510,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,egg_brazilian_feijo_tropeiro_6063d8,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,egg_chilaquiles_vegan_2d13e7,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,egg_chilaquiles_vegan_2d13e7,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_empanadas_au_fromage_vega_79575a,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,snack_empanadas_au_fromage_vega_79575a,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_empanadas_vegan_9a33d8,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,snack_empanadas_vegan_9a33d8,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,wrap_enchiladas_vegan_f70bca,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,side_farofa_bresilienne_vegan_45d889,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,side_feijo_tropeiro_vegan_ccc81d,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_karelian_pies_vegan_ebdd1c,,Ingrédient déclencheur présent mais allergène non déclaré: {'milk'},,lactose,,,,
allergen_not_declared,error,snack_karelian_pies_vegan_ebdd1c,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,rice_fried_rice_chinois_vegan_c2b92d,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,side_dauphinois_vegan_b0e25e,,"Ingrédient déclencheur présent mais allergène non déclaré: {'cream', 'milk'}",,lactose,,,,
allergen_not_declared,error,main_greek_briam_vegan_3fb054,,Ingrédient déclencheur présent mais allergène non déclaré: {'feta'},,lactose,,,,
allergen_not_declared,error,snack_gozleme_aux_epinards_vega_6ff07b,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,snack_humita_andine_vegan_1f09bf,,"Ingrédient déclencheur présent mais allergène non déclaré: {'milk', 'cheese'}",,lactose,,,,
allergen_not_declared,error,side_jeera_rice_vegan_694fd1,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,dal_kadhi_pakora_vegan_5cb5d4,,Ingrédient déclencheur présent mais allergène non déclaré: {'yogurt'},,lactose,,,,
allergen_not_declared,error,entry_kashke_bademjan_vegan_96f6c5,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_khachapuri_vegan_3232a7,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'cheese', 'yogurt'}",,lactose,,,,
allergen_not_declared,error,snack_khachapuri_vegan_3232a7,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_kimbap_vegan_c40dc4,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_spatzle_au_fromage_vegan_27480f,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'cheese'}",,lactose,,,,
allergen_not_declared,error,dal_lentil_shepherds_pie_vega_27455d,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,dal_lentil_shepherd_pie_vegan_926ebd,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,pasta_mac_and_cheese_vegan_4acb30,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,side_carottes_glacees_a_lerabl_1d1c44,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,brkf_menemen_vegan_914008,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_mexican_enfrijoladas_vega_d6a9a8,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,entry_mirza_ghasemi_vegan_9f904d,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_ojja_vegan_dbbad8,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,egg_okonomiyaki_vegan_3cec18,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_crepe_coreenne_aux_oignon_a45536,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,sauce_pommes_de_terre_sauce_hua_e770f0,,Ingrédient déclencheur présent mais allergène non déclaré: {'milk'},,lactose,,,,
allergen_not_declared,error,pasta_pasta_alla_norma_vegan_6e1a92,,Ingrédient déclencheur présent mais allergène non déclaré: {'ricotta'},,lactose,,,,
allergen_not_declared,error,main_pav_bhaji_vegan_c1437e,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_pita_aux_epinards_vegan_9f230e,,"Ingrédient déclencheur présent mais allergène non déclaré: {'feta', 'butter'}",,lactose,,,,
allergen_not_declared,error,snack_pita_aux_epinards_vegan_9f230e,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,main_pupusas_aux_haricots_vega_0e0c06,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,main_pupusas_vegan_4595d8,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,snack_pain_au_fromage_bresilien_6efec4,,"Ingrédient déclencheur présent mais allergène non déclaré: {'milk', 'cheese'}",,lactose,,,,
allergen_not_declared,error,snack_pain_au_fromage_bresilien_6efec4,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_galettes_de_pommes_de_ter_94d166,,Ingrédient déclencheur présent mais allergène non déclaré: {'milk'},,lactose,,,,
allergen_not_declared,error,snack_galettes_de_pommes_de_ter_94d166,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,side_riz_frit_vegan_d17d25,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,side_riz_pilaf_turc_vegan_3bb995,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,egg_sabich_vegan_c9653c,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,side_sabzi_polo_vegan_7bf9df,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_galettes_aux_oignons_vert_3b5d19,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_quenelles_de_pain_vegan_d59a98,,"Ingrédient déclencheur présent mais allergène non déclaré: {'butter', 'milk'}",,lactose,,,,
allergen_not_declared,error,snack_quenelles_de_pain_vegan_d59a98,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,brkf_shakshuka_vegan_81fa9a,,Ingrédient déclencheur présent mais allergène non déclaré: {'feta'},,lactose,,,,
allergen_not_declared,error,brkf_shakshuka_vegan_81fa9a,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,salad_andine_au_fromage_vegan_566f05,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,egg_sopa_paraguaya_vegan_9e0295,,"Ingrédient déclencheur présent mais allergène non déclaré: {'milk', 'cheese'}",,lactose,,,,
allergen_not_declared,error,egg_sopa_paraguaya_vegan_9e0295,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,soup_sundubu_jjigae_vegan_97ab2e,,Ingrédient déclencheur présent mais allergène non déclaré: {'gochujang'},,gluten,,,,
allergen_not_declared,error,soup_sundubu_jjigae_vegan_97ab2e,,Ingrédient déclencheur présent mais allergène non déclaré: {'gochujang'},,soja,,,,
allergen_not_declared,error,soup_sundubu_jjigae_vegan_97ab2e,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_tamales_vegan_d7cbdc,,Ingrédient déclencheur présent mais allergène non déclaré: {'cheese'},,lactose,,,,
allergen_not_declared,error,wrap_tortilla_espaola_vegan_1cca14,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,wrap_tortilla_espagnole_vegan_09690a,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_tostadas_vegan_f7257b,,Ingrédient déclencheur présent mais allergène non déclaré: {'creme_fraiche'},,lactose,,,,
allergen_not_declared,error,snack_vareniki_vegan_407c36,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,snack_vareniki_vegan_407c36,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,snack_varenyky_pomme_de_terre_v_8b6240,,Ingrédient déclencheur présent mais allergène non déclaré: {'butter'},,lactose,,,,
allergen_not_declared,error,dal_boulettes_suedoises_vegan_fea9f6,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,salad_shopska_vegan_001f9e,,Ingrédient déclencheur présent mais allergène non déclaré: {'feta'},,lactose,,,,
allergen_not_declared,error,dessert_clafoutis_aux_cerises_f81391,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_far_breton_aux_pruneaux_069b81,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
allergen_not_declared,error,dessert_flan_patissier_aa63b2,,Ingrédient déclencheur présent mais allergène non déclaré: {'egg'},,oeuf,,,,
